iter	Passed	Remaining
401	14873	48025
402	14908	47980
403	14943	47937
404	14978	47895
405	15015	47857
406	15052	47821
407	15087	47777
408	15122	47735
409	15158	47694
410	15194	47653
411	15229	47611
412	15265	47569
413	15301	47531
414	15335	47483
415	15372	47446
416	15406	47401
417	15443	47363
418	15479	47323
419	15514	47283
420	15551	47245
421	15588	47209
422	15623	47167
423	15659	47127
424	15695	47086
425	15731	47045
426	15767	47008
427	15803	46966
428	15837	46922
429	15874	46883
430	15909	46842
431	15946	46807
432	15982	46766
433	16017	46723
434	16054	46685
435	16090	46646
436	16125	46604
437	16160	46564
438	16197	46525
439	16248	46529
440	16284	46490
441	16318	46445
442	16356	46411
443	16393	46374
444	16431	46341
445	16494	46376
446	16538	46360
447	16576	46324
448	16614	46291
449	16651	46254
450	16687	46215
451	16722	46172
452	16758	46131
453	16794	46092
454	16829	46049
455	16865	46009
456	16900	45967
457	16937	45930
458	16973	45891
459	17007	45846
460	17043	45805
461	17079	45766
462	17115	45726
463	17151	45687
464	17186	45646
465	17221	45603
466	17256	45561
467	17292	45521
468	17328	45482
469	17364	45442
470	17401	45405
471	17437	45366
472	17486	45360
473	17521	45318
474	17557	45279
475	17592	45237
476	17629	45200
477	17665	45161
478	17700	45118
479	17736	45080
480	17774	45045
481	17808	45001
482	17844	44961
483	17882	44929
484	17917	44885
485	17952	44845
486	17988	44804
487	18024	44764
488	18060	44725
489	18095	44684
490	18130	44642
491	18166	44603
492	18200	44559
493	18236	44519
494	18273	44483
495	18307	44441
496	18344	44403
497	18381	44366
498	18416	44326
499	18453	44288
500	18489	44248
501	18523	44205
502	18562	44173
503	18599	44136
504	18635	44098
505	18673	44064
506	18709	44024
507	18745	43984
508	18781	43945
509	18816	43905
510	18851	43864
511	18887	43824
512	18924	43787
513	18961	43750
514	18995	43708
515	19031	43668
516	19067	43629
517	19103	43590
518	19139	43552
519	19176	43514
520	19210	43472
521	19247	43435
522	19283	43398
523	19318	43355
524	19365	43342
525	19401	43303
526	19438	43266
527	19474	43226
528	19510	43187
529	19546	43149
530	19581	43108
531	19616	43068
532	19652	43027
533	19686	42985
534	19722	42946
535	19758	42909
536	19794	42869
537	19829	42829
538	19865	42790
539	19901	42750
540	19952	42744
541	19988	42706
542	20024	42666
543	20058	42625
544	20094	42585
545	20129	42544
546	20165	42506
547	20199	42463
548	20235	42423
549	20272	42388
550	20309	42351
551	20345	42312
552	20382	42276
553	20426	42254
554	20484	42261
555	20530	42241
556	20566	42204
557	20602	42164
558	20639	42128
559	20674	42087
560	20709	42046
561	20747	42011
562	20783	41972
563	20817	41930
564	20853	41892
565	20890	41854
566	20925	41814
567	20961	41776
568	20995	41733
569	21032	41695
570	21066	41653
571	21101	41613
572	21137	41574
573	21174	41537
574	21210	41498
575	21246	41459
576	21281	41419
577	21317	41380
578	21353	41341
579	21387	41299
580	21423	41260
581	21460	41224
582	21497	41187
583	21533	41149
584	21568	41110
585	21604	41070
586	21641	41033
587	21675	40991
588	21710	40952
589	21746	40913
590	21781	40873
591	21817	40833
592	21853	40795
593	21890	40759
594	21925	40719
595	21962	40681
596	21998	40644
597	22034	40605
598	22069	40565
599	22104	40525
600	22143	40491
601	22180	40454
602	22216	40417
603	22252	40378
604	22286	40337
605	22323	40299
606	22359	40261
607	22399	40229
608	22434	40191
609	22469	40150
610	22506	40113
611	22543	40077
612	22578	40036
613	22613	39996
614	22663	39984
615	22699	39945
616	22735	39906
617	22773	39872
618	22809	39833
619	22844	39793
620	22881	39756
621	22917	39718
622	22960	39693
623	22997	39655
624	23032	39616
625	23066	39574
626	23103	39537
627	23140	39500
628	23192	39490
629	23228	39451
630	23265	39414
631	23301	39376
632	23337	39338
633	23373	39300
634	23409	39260
635	23444	39222
636	23479	39182
637	23516	39145
638	23551	39104
639	23587	39067
640	23623	39027
641	23658	38987
642	23693	38948
643	23728	38908
644	23764	38870
645	23799	38830
646	23835	38792
647	23872	38755
648	23908	38717
649	23944	38679
650	23980	38641
651	24016	38602
652	24051	38563
653	24087	38525
654	24123	38487
655	24160	38449
656	24195	38411
657	24231	38372
658	24267	38334
659	24319	38321
660	24378	38320
661	24414	38281
662	24451	38244
663	24489	38209
664	24524	38169
665	24561	38133
666	24597	38094
667	24634	38057
668	24672	38022
669	24708	37985
670	24745	37948
671	24782	37911
672	24818	37872
673	24854	37834
674	24888	37794
675	24924	37754
676	24959	37715
677	24994	37675
678	25030	37637
679	25066	37600
680	25103	37562
681	25139	37525
682	25175	37486
683	25210	37447
684	25245	37407
685	25280	37367
686	25316	37329
687	25353	37292
688	25390	37256
689	25425	37217
690	25462	37179
691	25499	37144
692	25535	37106
693	25571	37067
694	25608	37031
695	25642	36989
696	25678	36951
697	25714	36913
698	25748	36873
699	25783	36834
700	25820	36796
701	25855	36757
702	25892	36720
703	25927	36681
704	25963	36643
705	26015	36627
706	26050	36589
707	26087	36551
708	26122	36512
709	26156	36472
710	26192	36433
711	26228	36395
712	26263	36356
713	26299	36317
714	26334	36279
715	26370	36240
716	26407	36203
717	26441	36163
718	26476	36124
719	26512	36086
720	26549	36049
721	26585	36011
722	26621	35974
723	26656	35935
724	26695	35900
725	26731	35862
726	26767	35825
727	26803	35787
728	26838	35747
729	26874	35710
730	26910	35671
731	26945	35632
732	26981	35594
733	27017	35556
734	27052	35517
735	27089	35481
736	27125	35443
737	27161	35405
738	27197	35368
739	27232	35329
740	27267	35290
741	27304	35253
742	27339	35213
743	27374	35175
744	27411	35137
745	27446	35099
746	27483	35062
747	27519	35024
748	27554	34985
749	27592	34950
750	27627	34911
751	27662	34872
752	27698	34834
753	27733	34795
754	27770	34758
755	27805	34720
756	27841	34681
757	27877	34644
758	27912	34606
759	27947	34566
760	27982	34527
761	28018	34489
762	28053	34451
763	28089	34413
764	28124	34374
765	28160	34336
766	28196	34298
767	28231	34260
768	28272	34228
769	28337	34225
770	28377	34192
771	28415	34157
772	28450	34118
773	28487	34081
774	28523	34043
775	28559	34006
776	28594	33967
777	28630	33929
778	28664	33890
779	28703	33855
780	28738	33816
781	28772	33776
782	28808	33738
783	28843	33700
784	28879	33662
785	28916	33625
786	28952	33588
787	28990	33552
788	29024	33512
789	29060	33475
790	29094	33434
791	29129	33395
792	29166	33359
793	29201	33320
794	29238	33284
795	29274	33246
796	29309	33207
797	29343	33168
798	29378	33129
799	29415	33091
800	29450	33053
801	29487	33017
802	29524	32980
803	29559	32942
804	29595	32904
805	29631	32866
806	29667	32829
807	29704	32792
808	29739	32753
809	29775	32715
810	29810	32677
811	29845	32638
812	29880	32600
813	29917	32563
814	29954	32526
815	29990	32489
816	30024	32449
817	30060	32412
818	30097	32376
819	30139	32345
820	30175	32307
821	30210	32269
822	30245	32229
823	30294	32206
824	30328	32166
825	30364	32128
826	30401	32092
827	30437	32054
828	30473	32017
829	30509	31980
830	30546	31943
831	30581	31905
832	30617	31866
833	30653	31829
834	30690	31793
835	30726	31755
836	30760	31716
837	30795	31677
838	30831	31640
839	30871	31606
840	30907	31568
841	30943	31531
842	30978	31493
843	31013	31454
844	31049	31417
845	31086	31380
846	31121	31342
847	31157	31304
848	31192	31266
849	31230	31230
850	31266	31193
851	31303	31156
852	31339	31118
853	31375	31082
854	31411	31044
855	31447	31006
856	31484	30969
857	31544	30956
858	31579	30918
859	31614	30879
860	31651	30842
861	31686	30804
862	31721	30765
863	31756	30727
864	31792	30689
865	31828	30651
866	31864	30615
867	31899	30576
868	31934	30538
869	31969	30499
870	32003	30459
871	32040	30423
872	32075	30385
873	32111	30348
874	32147	30310
875	32182	30272
876	32218	30234
877	32265	30207
878	32300	30169
879	32336	30131
880	32371	30093
881	32408	30057
882	32464	30037
883	32528	30025
884	32562	29987
885	32599	29949
886	32637	29914
887	32674	29877
888	32709	29839
889	32746	29802
890	32782	29765
891	32818	29727
892	32854	29690
893	32890	29652
894	32926	29615
895	32963	29578
896	32998	29540
897	33034	29503
898	33069	29464
899	33104	29426
900	33152	29399
901	33188	29362
902	33223	29323
903	33260	29287
904	33296	29249
905	33332	29211
906	33368	29174
907	33403	29136
908	33440	29099
909	33477	29062
910	33512	29024
911	33546	28985
912	33581	28947
913	33618	28910
914	33653	28872
915	33690	28835
916	33726	28798
917	33761	28759
918	33795	28720
919	33831	28683
920	33867	28645
921	33903	28608
922	33938	28570
923	33974	28532
924	34009	28494
925	34046	28457
926	34082	28420
927	34117	28382
928	34154	28345
929	34189	28307
930	34223	28268
931	34259	28231
932	34296	28194
933	34332	28157
934	34367	28118
935	34402	28081
936	34437	28042
937	34473	28005
938	34508	27967
939	34544	27929
940	34581	27893
941	34617	27855
942	34653	27818
943	34688	27780
944	34724	27742
945	34761	27705
946	34795	27667
947	34831	27630
948	34869	27593
949	34904	27556
950	34940	27518
951	34976	27481
952	35010	27442
953	35046	27405
954	35082	27367
955	35117	27330
956	35153	27292
957	35188	27254
958	35234	27224
959	35269	27187
960	35305	27149
961	35342	27112
962	35379	27076
963	35413	27037
964	35449	27000
965	35484	26962
966	35520	26924
967	35556	26887
968	35592	26850
969	35627	26812
970	35663	26774
971	35699	26737
972	35735	26700
973	35771	26663
974	35808	26626
975	35845	26590
976	35881	26553
977	35917	26515
978	35953	26478
979	35988	26440
980	36025	26403
981	36063	26368
982	36098	26330
983	36133	26292
984	36169	26255
985	36204	26216
986	36240	26180
987	36277	26143
988	36316	26108
989	36352	26070
990	36389	26034
991	36425	25997
992	36466	25963
993	36529	25945
994	36596	25929
995	36632	25892
996	36670	25856
997	36705	25818
998	36742	25782
999	36777	25744
1000	36843	25728
1001	36880	25691
1002	36915	25653
1003	36951	25616
1004	36987	25578
1005	37023	25540
1006	37059	25503
1007	37094	25465
1008	37131	25428
1009	37167	25391
1010	37202	25353
1011	37240	25317
1012	37277	25281
1013	37313	25243
1014	37349	25206
1015	37384	25168
1016	37420	25130
1017	37455	25093
1018	37489	25054
1019	37524	25016
1020	37562	24980
1021	37598	24943
1022	37633	24905
1023	37670	24868
1024	37707	24831
1025	37743	24794
1026	37779	24756
1027	37816	24720
1028	37852	24683
1029	37887	24645
1030	37922	24607
1031	37958	24569
1032	37993	24532
1033	38030	24495
1034	38067	24458
1035	38104	24421
1036	38140	24384
1037	38175	24346
1038	38212	24310
1039	38249	24273
1040	38286	24237
1041	38320	24198
1042	38356	24161
1043	38391	24123
1044	38427	24086
1045	38462	24048
1046	38498	24010
1047	38533	23973
1048	38569	23936
1049	38606	23898
1050	38642	23861
1051	38677	23823
1052	38711	23785
1053	38747	23748
1054	38783	23711
1055	38818	23673
1056	38853	23635
1057	38889	23598
1058	38924	23560
1059	38959	23523
1060	38995	23485
1061	39030	23447
1062	39067	23411
1063	39102	23373
1064	39137	23335
1065	39172	23298
1066	39209	23260
1067	39245	23223
1068	39280	23186
1069	39316	23148
1070	39352	23111
1071	39387	23073
1072	39423	23036
1073	39459	22999
1074	39495	22962
1075	39531	22925
1076	39567	22888
1077	39602	22850
1078	39637	22812
1079	39672	22774
1080	39707	22736
1081	39742	22699
1082	39778	22662
1083	39814	22624
1084	39850	22587
1085	39884	22549
1086	39920	22512
1087	39955	22475
1088	39991	22437
1089	40028	22401
1090	40064	22363
1091	40099	22326
1092	40135	22289
1093	40171	22252
1094	40207	22215
1095	40244	22178
1096	40280	22141
1097	40317	22104
1098	40352	22066
1099	40387	22029
1100	40467	22016
1101	40527	21992
1102	40589	21969
1103	40633	21935
1104	40670	21899
1105	40705	21861
1106	40740	21823
1107	40775	21786
1108	40810	21748
1109	40846	21711
1110	40882	21673
1111	40917	21636
1112	40952	21598
1113	40987	21560
1114	41023	21523
1115	41057	21485
1116	41093	21447
1117	41129	21410
1118	41163	21372
1119	41200	21335
1120	41236	21298
1121	41271	21261
1122	41307	21223
1123	41342	21186
1124	41378	21149
1125	41418	21113
1126	41455	21077
1127	41490	21039
1128	41526	21002
1129	41562	20965
1130	41605	20931
1131	41641	20894
1132	41679	20858
1133	41714	20820
1134	41749	20782
1135	41785	20745
1136	41819	20707
1137	41855	20670
1138	41891	20632
1139	41928	20596
1140	41963	20558
1141	41998	20521
1142	42034	20483
1143	42068	20445
1144	42106	20409
1145	42142	20372
1146	42178	20335
1147	42215	20298
1148	42251	20261
1149	42286	20223
1150	42320	20185
1151	42356	20148
1152	42392	20111
1153	42428	20074
1154	42464	20037
1155	42500	20000
1156	42536	19962
1157	42571	19925
1158	42608	19888
1159	42643	19851
1160	42679	19814
1161	42714	19776
1162	42749	19738
1163	42785	19702
1164	42820	19664
1165	42855	19626
1166	42890	19589
1167	42926	19552
1168	42961	19514
1169	42997	19477
1170	43032	19439
1171	43066	19402
1172	43103	19365
1173	43138	19327
1174	43174	19290
1175	43211	19253
1176	43246	19216
1177	43280	19178
1178	43316	19141
1179	43352	19104
1180	43387	19067
1181	43424	19030
1182	43459	18992
1183	43495	18955
1184	43530	18918
1185	43565	18880
1186	43601	18843
1187	43636	18806
1188	43673	18769
1189	43708	18732
1190	43743	18694
1191	43780	18657
1192	43817	18621
1193	43852	18583
1194	43887	18546
1195	43924	18510
1196	43958	18472
1197	43995	18435
1198	44031	18398
1199	44066	18361
1200	44102	18323
1201	44137	18286
1202	44174	18249
1203	44210	18212
1204	44245	18175
1205	44282	18138
1206	44317	18101
1207	44353	18064
1208	44394	18029
1209	44464	18006
1210	44509	17972
1211	44545	17935
1212	44580	17898
1213	44624	17864
1214	44659	17827
1215	44695	17789
1216	44729	17752
1217	44764	17714
1218	44801	17677
1219	44839	17641
1220	44874	17604
1221	44910	17567
1222	44945	17529
1223	44981	17492
1224	45017	17455
1225	45052	17418
1226	45088	17381
1227	45125	17344
1228	45159	17306
1229	45197	17270
1230	45234	17234
1231	45268	17196
1232	45310	17161
1233	45347	17124
1234	45383	17087
1235	45418	17050
1236	45454	17013
1237	45489	16975
1238	45524	16938
1239	45559	16901
1240	45596	16864
1241	45633	16827
1242	45668	16790
1243	45704	16753
1244	45739	16716
1245	45776	16679
1246	45813	16642
1247	45848	16605
1248	45884	16568
1249	45919	16531
1250	45954	16493
1251	45989	16456
1252	46024	16418
1253	46062	16382
1254	46100	16346
1255	46136	16309
1256	46171	16272
1257	46207	16235
1258	46242	16197
1259	46278	16160
1260	46315	16123
1261	46350	16086
1262	46386	16049
1263	46423	16013
1264	46458	15975
1265	46493	15938
1266	46529	15901
1267	46566	15864
1268	46601	15827
1269	46636	15790
1270	46672	15753
1271	46707	15716
1272	46744	15679
1273	46779	15642
1274	46815	15605
1275	46850	15567
1276	46887	15531
1277	46922	15493
1278	46958	15456
1279	46994	15420
1280	47029	15382
1281	47064	15345
1282	47099	15308
1283	47136	15271
1284	47171	15234
1285	47207	15197
1286	47243	15160
1287	47281	15124
1288	47316	15086
1289	47352	15050
1290	47389	15013
1291	47425	14976
1292	47460	14939
1293	47496	14902
1294	47533	14865
1295	47569	14828
1296	47605	14791
1297	47642	14755
1298	47679	14718
1299	47716	14681
1300	47753	14645
1301	47790	14608
1302	47825	14571
1303	47861	14534
1304	47895	14497
1305	47930	14459
1306	47965	14422
1307	48001	14385
1308	48036	14348
1309	48073	14311
1310	48107	14274
1311	48142	14237
1312	48178	14200
1313	48215	14163
1314	48250	14126
1315	48286	14089
1316	48324	14053
1317	48363	14017
1318	48422	13987
1319	48469	13953
1320	48507	13917
1321	48542	13879
1322	48579	13843
1323	48621	13807
1324	48667	13773
1325	48708	13738
1326	48746	13701
1327	48782	13664
1328	48817	13627
1329	48852	13590
1330	48888	13553
1331	48927	13517
1332	48963	13480
1333	49001	13444
1334	49036	13407
1335	49073	13370
1336	49108	13332
1337	49145	13296
1338	49180	13259
1339	49216	13222
1340	49252	13185
1341	49288	13148
1342	49323	13111
1343	49358	13074
1344	49394	13037
1345	49431	13000
1346	49467	12963
1347	49501	12926
1348	49555	12893
1349	49590	12856
1350	49625	12819
1351	49663	12783
1352	49698	12745
1353	49734	12709
1354	49770	12672
1355	49806	12635
1356	49841	12598
1357	49878	12561
1358	49913	12524
1359	49949	12487
1360	49985	12450
1361	50018	12412
1362	50055	12376
1363	50091	12339
1364	50125	12301
1365	50162	12265
1366	50199	12228
1367	50234	12191
1368	50269	12154
1369	50305	12117
1370	50340	12080
1371	50377	12043
1372	50414	12007
1373	50449	11969
1374	50486	11933
1375	50521	11896
1376	50557	11859
1377	50592	11822
1378	50629	11785
1379	50664	11748
1380	50698	11710
1381	50735	11674
1382	50771	11637
1383	50819	11603
1384	50856	11566
1385	50891	11529
1386	50940	11495
1387	50975	11458
1388	51009	11421
1389	51044	11384
1390	51080	11347
1391	51116	11310
1392	51151	11273
1393	51187	11236
1394	51223	11199
1395	51259	11162
1396	51293	11125
1397	51331	11088
1398	51370	11052
1399	51410	11016
1400	51447	10979
1401	51482	10942
1402	51517	10905
1403	51553	10868
1404	51589	10832
1405	51625	10795
1406	51661	10758
1407	51695	10721
1408	51731	10683
1409	51768	10647
1410	51803	10610
1411	51839	10573
1412	51875	10536
1413	51914	10500
1414	51948	10463
1415	51984	10426
1416	52019	10389
1417	52054	10352
1418	52092	10315
1419	52128	10278
1420	52164	10242
1421	52199	10204
1422	52234	10167
1423	52269	10130
1424	52307	10094
1425	52375	10063
1426	52451	10034
1427	52509	10001
1428	52545	9964
1429	52581	9927
1430	52620	9891
1431	52656	9854
1432	52692	9817
1433	52729	9781
1434	52764	9744
1435	52799	9706
1436	52834	9669
1437	52870	9632
1438	52905	9595
1439	52941	9558
1440	52977	9521
1441	53012	9484
1442	53047	9447
1443	53081	9410
1444	53118	9373
1445	53154	9336
1446	53189	9299
1447	53224	9262
1448	53260	9225
1449	53296	9188
1450	53331	9151
1451	53367	9115
1452	53403	9078
1453	53440	9041
1454	53475	9004
1455	53512	8967
1456	53547	8930
1457	53584	8893
1458	53618	8856
1459	53655	8820
1460	53691	8783
1461	53727	8746
1462	53762	8709
1463	53798	8672
1464	53834	8635
1465	53869	8598
1466	53905	8561
1467	53941	8524
1468	53976	8487
1469	54011	8450
1470	54047	8413
1471	54084	8377
1472	54120	8340
1473	54157	8303
1474	54194	8266
1475	54232	8230
1476	54266	8193
1477	54301	8156
1478	54338	8119
1479	54375	8082
1480	54411	8045
1481	54445	8008
1482	54481	7971
1483	54517	7935
1484	54552	7898
1485	54588	7861
1486	54625	7824
1487	54660	7787
1488	54695	7750
1489	54731	7713
1490	54766	7676
1491	54802	7640
1492	54838	7603
1493	54874	7566
1494	54910	7529
1495	54945	7492
1496	54981	7455
1497	55015	7418
1498	55054	7382
1499	55089	7345
1500	55124	7308
1501	55159	7271
1502	55202	7235
1503	55240	7198
1504	55275	7161
1505	55312	7125
1506	55348	7088
1507	55385	7051
1508	55422	7015
1509	55457	6978
1510	55491	6941
1511	55526	6904
1512	55563	6867
1513	55598	6830
1514	55634	6793
1515	55668	6756
1516	55703	6719
1517	55738	6682
1518	55772	6645
1519	55808	6608
1520	55845	6572
1521	55882	6535
1522	55919	6498
1523	55955	6462
1524	55991	6425
1525	56030	6388
1526	56065	6351
1527	56100	6314
1528	56135	6278
1529	56169	6241
1530	56205	6204
1531	56244	6167
1532	56307	6134
1533	56351	6098
1534	56387	6061
1535	56439	6026
1536	56477	5989
1537	56511	5952
1538	56547	5915
1539	56582	5878
1540	56619	5841
1541	56653	5804
1542	56687	5767
1543	56724	5731
1544	56758	5694
1545	56798	5657
1546	56832	5620
1547	56868	5583
1548	56903	5547
1549	56937	5510
1550	56971	5473
1551	57007	5436
1552	57040	5399
1553	57074	5362
1554	57109	5325
1555	57144	5288
1556	57180	5251
1557	57215	5214
1558	57249	5177
1559	57284	5140
1560	57320	5104
1561	57354	5067
1562	57389	5030
1563	57424	4993
1564	57459	4956
1565	57495	4919
1566	57529	4882
1567	57564	4845
1568	57598	4809
1569	57632	4772
1570	57671	4735
1571	57706	4698
1572	57741	4661
1573	57775	4625
1574	57811	4588
1575	57845	4551
1576	57879	4514
1577	57914	4477
1578	57950	4440
1579	57984	4403
1580	58019	4367
1581	58055	4330
1582	58090	4293
1583	58124	4256
1584	58159	4219
1585	58194	4182
1586	58229	4146
1587	58263	4109
1588	58299	4072
1589	58333	4035
1590	58369	3998
1591	58404	3962
1592	58438	3925
1593	58473	3888
1594	58510	3851
1595	58545	3814
1596	58579	3778
1597	58615	3741
1598	58649	3704
1599	58685	3667
1600	58721	3631
1601	58755	3594
1602	58789	3557
1603	58824	3520
1604	58860	3483
1605	58898	3447
1606	58932	3410
1607	58966	3373
1608	59001	3336
1609	59036	3300
1610	59070	3263
1611	59105	3226
1612	59141	3189
1613	59176	3153
1614	59209	3116
1615	59243	3079
1616	59277	3042
1617	59316	3006
1618	59350	2969
1619	59384	2932
1620	59419	2895
1621	59454	2859
1622	59490	2822
1623	59525	2785
1624	59559	2748
1625	59597	2712
1626	59631	2675
1627	59666	2638
1628	59701	2602
1629	59737	2565
1630	59771	2528
1631	59806	2491
1632	59839	2455
1633	59874	2418
1634	59909	2381
1635	59944	2345
1636	59977	2308
1637	60012	2271
1638	60047	2234
1639	60081	2198
1640	60116	2161
1641	60151	2124
1642	60188	2088
1643	60254	2052
1644	60304	2016
1645	60340	1979
1646	60375	1942
1647	60411	1906
1648	60445	1869
1649	60481	1832
1650	60517	1796
1651	60551	1759
1652	60585	1722
1653	60622	1685
1654	60656	1649
1655	60691	1612
1656	60728	1575
1657	60762	1539
1658	60797	1502
1659	60832	1465
1660	60866	1429
1661	60902	1392
1662	60938	1355
1663	60973	1319
1664	61007	1282
