iter	RMSE
221	1.895118243
222	1.894042063
223	1.893359921
224	1.892422724
225	1.891646031
226	1.889293492
227	1.8880174
228	1.886548114
229	1.885736301
230	1.884490724
231	1.883812819
232	1.881838932
233	1.88051467
234	1.878796893
235	1.877624979
236	1.874898296
237	1.873429313
238	1.872397858
239	1.872123083
240	1.870440107
241	1.869913987
242	1.868510045
243	1.867096182
244	1.86577808
245	1.864636617
246	1.863983593
247	1.86310228
248	1.86060595
249	1.859886663
250	1.858379242
251	1.857723188
252	1.85639917
253	1.853667398
254	1.851136583
255	1.850094707
256	1.849153337
257	1.84695707
258	1.844986359
259	1.844258614
260	1.842953102
261	1.842080141
262	1.840727606
263	1.839595299
264	1.838856886
265	1.838437242
266	1.836430882
267	1.836282986
268	1.834934859
269	1.832959834
270	1.831720742
271	1.830630635
272	1.829541785
273	1.828810585
274	1.827840021
275	1.827440087
276	1.826547973
277	1.825361966
278	1.824434797
279	1.823275771
280	1.820754499
281	1.819286711
282	1.81832109
283	1.817781106
284	1.816930896
285	1.815468742
286	1.814630926
287	1.813544627
288	1.812811145
289	1.811899992
290	1.810660131
291	1.809790929
292	1.80888659
293	1.807792938
294	1.807106267
295	1.806276876
296	1.805548073
297	1.804599048
298	1.803462007
299	1.801542447
300	1.800938643
301	1.799738612
302	1.798787147
303	1.798410159
304	1.797576175
305	1.796793198
306	1.796280104
307	1.794896504
308	1.793278331
309	1.79188463
310	1.791070517
311	1.788536309
312	1.787574006
313	1.787291002
314	1.78472589
315	1.783591233
316	1.781881758
317	1.781140227
318	1.778466513
319	1.777560752
320	1.77624651
321	1.774741736
322	1.774700328
323	1.773571461
324	1.773558936
325	1.772095654
326	1.770759138
327	1.769006783
328	1.768294939
329	1.766010089
330	1.763869751
331	1.76295891
332	1.762185341
333	1.760959971
334	1.759955187
335	1.75824604
336	1.756477792
337	1.755508055
338	1.75470229
339	1.753637461
340	1.752447528
341	1.751486388
342	1.749744275
343	1.748684633
344	1.747294588
345	1.746065136
346	1.745069482
347	1.743665305
348	1.743161585
349	1.742885831
350	1.740675161
351	1.740029498
352	1.738525701
353	1.737607729
354	1.737100709
355	1.736193602
356	1.735521662
357	1.734315999
358	1.734247519
359	1.733321677
360	1.732054518
361	1.731474712
362	1.729670075
363	1.728019788
364	1.726966267
365	1.726019833
366	1.725194114
367	1.723085192
368	1.720893132
369	1.72083888
370	1.72040223
371	1.719583269
372	1.719135674
373	1.717744045
374	1.716210531
375	1.716141769
376	1.715662865
377	1.71468611
378	1.714138816
379	1.712957619
380	1.712407978
381	1.711707387
382	1.711072451
383	1.710684703
384	1.710624215
385	1.710217935
386	1.709330964
387	1.708790955
388	1.707495207
389	1.706502315
390	1.705507512
391	1.704885083
392	1.704280762
393	1.703628779
394	1.702421741
395	1.700769839
396	1.700172747
397	1.698898151
398	1.698599393
399	1.697582298
400	1.696520087
401	1.696021823
402	1.695079359
403	1.694352809
404	1.693862422
405	1.692405119
406	1.691771303
407	1.690519204
408	1.690483387
409	1.690141419
410	1.690092752
411	1.689214358
412	1.688308601
413	1.687160837
414	1.687106822
415	1.686681254
416	1.685056668
417	1.68420657
418	1.683209958
419	1.682104179
420	1.681400246
421	1.680930754
422	1.680269428
423	1.679328198
424	1.677721725
425	1.676005443
426	1.675431072
427	1.675407779
428	1.675355676
429	1.675018125
430	1.674118473
431	1.673243771
432	1.673198896
433	1.672278407
434	1.671290409
435	1.670428337
436	1.670014728
437	1.669986706
438	1.669063962
439	1.669020017
440	1.667710771
441	1.667667315
442	1.667010846
443	1.666797073
444	1.665320228
445	1.664796451
446	1.663384447
447	1.663342516
448	1.662604412
449	1.661759617
450	1.661185828
451	1.660306132
452	1.660039647
453	1.658152839
454	1.657332812
455	1.656315963
456	1.655353268
457	1.654047852
458	1.653691309
459	1.653650521
460	1.653007557
461	1.652428983
462	1.651636965
463	1.650791662
464	1.650314799
465	1.649592552
466	1.64948869
467	1.648797956
468	1.64817333
469	1.647273046
470	1.645449655
471	1.644025595
472	1.643394697
473	1.643337687
474	1.641877374
475	1.64078694
476	1.639991419
477	1.639321299
478	1.638224253
479	1.637514286
480	1.636599372
481	1.635871702
482	1.634904433
483	1.634262401
484	1.634178196
485	1.634096174
486	1.633328523
487	1.632532086
488	1.631851235
489	1.630893122
490	1.630303357
491	1.630049879
492	1.630011039
493	1.629338695
494	1.628622177
495	1.628368106
496	1.627392579
497	1.626824973
498	1.625798499
499	1.625194919
500	1.624423314
501	1.623727746
502	1.621793854
503	1.620736996
504	1.620040895
505	1.61910922
506	1.617872673
507	1.617796477
508	1.61670902
509	1.616003017
510	1.615667512
511	1.61397903
512	1.61338805
513	1.612473707
514	1.611461549
515	1.61045613
516	1.609597412
517	1.608530538
518	1.60836178
519	1.607853499
520	1.607146434
521	1.606342479
522	1.605800666
523	1.605729145
524	1.6056674
525	1.604641637
526	1.603863795
527	1.603243702
528	1.602213352
529	1.601330058
530	1.60017995
531	1.599045635
532	1.598694953
533	1.59821472
534	1.597394804
535	1.596294599
536	1.595948965
537	1.59524435
538	1.594443708
539	1.593318958
540	1.59206454
541	1.592023429
542	1.590968992
543	1.590110835
544	1.589969277
545	1.588966011
546	1.58824979
547	1.588025007
548	1.587769664
549	1.587018389
550	1.586277957
551	1.585663947
552	1.585629303
553	1.584920075
554	1.584171099
555	1.584152036
556	1.583163346
557	1.582480327
558	1.582034174
559	1.58119253
560	1.580548734
561	1.579887416
562	1.578475265
563	1.576692415
564	1.575806241
565	1.574283162
566	1.573636336
567	1.572179608
568	1.571866676
569	1.570877588
570	1.570253137
571	1.569651921
572	1.569036552
573	1.568952438
574	1.568435902
575	1.56766555
576	1.567445337
577	1.567234616
578	1.567206236
579	1.567145103
580	1.566586392
581	1.565487992
582	1.564682629
583	1.563485267
584	1.562802128
585	1.56242118
586	1.561876828
587	1.560834447
588	1.56054198
589	1.559495089
590	1.558703892
591	1.557960704
592	1.557103727
593	1.556212061
594	1.55540933
595	1.554306701
596	1.553859443
597	1.553236688
598	1.552483172
599	1.551046503
600	1.550463986
601	1.549516345
602	1.548064203
603	1.547041071
604	1.546812922
605	1.546113297
606	1.545172208
607	1.544639763
608	1.544246702
609	1.543676376
610	1.543297918
611	1.54261353
612	1.541777259
613	1.541600774
614	1.540741273
615	1.539839332
616	1.539222742
617	1.539103787
618	1.53838395
619	1.538081429
620	1.537619686
621	1.537049665
622	1.535730315
623	1.535182114
624	1.534477394
625	1.534035065
626	1.533857483
627	1.533617665
628	1.531915753
629	1.530476002
630	1.530167249
631	1.530147392
632	1.529300185
633	1.528672387
634	1.527481607
635	1.527034428
636	1.526399086
637	1.525913987
638	1.525844046
639	1.525275404
640	1.525216354
641	1.524622055
642	1.524060279
643	1.523966645
644	1.523714833
645	1.523088261
646	1.522554981
647	1.521227492
648	1.520875111
649	1.5206637
650	1.519683856
651	1.519083975
652	1.518717524
653	1.51789653
654	1.517080621
655	1.516627742
656	1.515953797
657	1.515700476
658	1.515178325
659	1.514949991
660	1.513935112
661	1.51348545
662	1.513468004
663	1.512698644
664	1.511978395
665	1.511495862
666	1.511041272
667	1.510293354
668	1.509636426
669	1.508812129
670	1.507891936
671	1.507107494
672	1.506261883
673	1.50498935
674	1.504940569
675	1.50491976
676	1.504384241
677	1.503641127
678	1.502769857
679	1.501908203
680	1.501290829
681	1.500836897
682	1.500019129
683	1.499025104
684	1.497981597
685	1.497356975
686	1.496768982
687	1.495552426
688	1.495017417
689	1.494566514
690	1.492938964
691	1.492368959
692	1.492093723
693	1.491602205
694	1.491230902
695	1.491219284
696	1.490577878
697	1.489855262
698	1.488965124
699	1.488263607
700	1.487487035
701	1.486564725
702	1.48626613
703	1.485729189
704	1.485704443
705	1.485694835
706	1.485289321
707	1.484777182
708	1.483940362
709	1.483270506
710	1.483252869
711	1.481886872
712	1.481636257
713	1.48162288
714	1.480261037
715	1.479521547
716	1.47908603
717	1.478695436
718	1.478383485
719	1.47836443
720	1.478146283
721	1.4776894
722	1.476911005
723	1.476457095
724	1.474936211
725	1.474405335
726	1.474015591
727	1.472766028
728	1.472434745
729	1.471637537
730	1.47159118
731	1.471074977
732	1.470647924
733	1.470184964
734	1.469708682
735	1.469010615
736	1.468185869
737	1.467591107
738	1.467066008
739	1.466520609
740	1.466097234
741	1.465229803
742	1.465178832
743	1.464674463
744	1.46380327
745	1.463517877
746	1.462964224
747	1.462377795
748	1.46185889
749	1.461008511
750	1.460231491
751	1.459800865
752	1.459712076
753	1.459246769
754	1.45828105
755	1.458165243
756	1.457622919
757	1.456814267
758	1.455792803
759	1.455050158
760	1.45489124
761	1.454394351
762	1.453978686
763	1.453810383
764	1.453553578
765	1.45306015
766	1.452461696
767	1.452026964
768	1.451143023
769	1.450728687
770	1.450296723
771	1.450160474
772	1.449452346
773	1.449001803
774	1.448516699
775	1.447750588
776	1.447085743
777	1.446227642
778	1.446166837
779	1.445412219
780	1.444829895
781	1.443904259
782	1.442667242
783	1.442222404
784	1.441593376
785	1.440889914
786	1.440257516
787	1.439441686
788	1.438265404
789	1.437747055
790	1.436826323
791	1.436470844
792	1.435850742
793	1.434799449
794	1.434249609
795	1.433803809
796	1.433283542
797	1.432988879
798	1.43248722
799	1.43165002
800	1.430501079
801	1.429594411
802	1.429543427
803	1.429335752
804	1.428674416
805	1.428107234
806	1.427634972
807	1.426997327
808	1.426364775
809	1.426167349
810	1.425198942
811	1.425004021
812	1.42456669
813	1.423891147
814	1.423040596
815	1.42252811
816	1.421952038
817	1.421168103
818	1.420777816
819	1.420040174
820	1.419876975
821	1.419016843
822	1.417977422
823	1.417497938
824	1.416815672
825	1.416565436
826	1.415788181
827	1.414996613
828	1.414676765
829	1.413538205
830	1.41306939
831	1.411912307
832	1.411681082
833	1.410773337
834	1.41065405
835	1.409927199
836	1.409256458
837	1.408808835
838	1.408250403
839	1.408153151
840	1.407308815
841	1.406735753
842	1.406133489
843	1.406096284
844	1.405887527
845	1.405134292
846	1.404173496
847	1.403571064
848	1.403165317
849	1.40286013
850	1.402184477
851	1.401785991
852	1.401476429
853	1.400815936
854	1.400222319
855	1.399886658
856	1.399298907
857	1.399188561
858	1.398173355
859	1.397708153
860	1.397278632
861	1.396919346
862	1.396285082
863	1.395573567
864	1.394860186
865	1.394442994
866	1.394022823
867	1.393369107
868	1.393119565
869	1.392676369
870	1.39235207
871	1.391643328
872	1.390762793
873	1.390153851
874	1.389463478
875	1.388671387
876	1.388136868
877	1.388054739
878	1.387446539
879	1.386742952
880	1.386375372
881	1.386020791
882	1.385416094
883	1.38511406
884	1.384542004
885	1.383730524
886	1.38329743
887	1.382709573
888	1.382567758
889	1.382444255
890	1.381873588
891	1.381555958
892	1.381056808
893	1.380384493
894	1.379782891
895	1.379268185
896	1.378927611
897	1.3781326
898	1.377577572
899	1.377143971
900	1.376830096
901	1.376587661
902	1.375937947
903	1.375536977
904	1.375199932
905	1.374883383
906	1.37459276
907	1.374244838
908	1.373946964
909	1.373450129
910	1.373202732
911	1.372559428
912	1.37179869
913	1.371311818
914	1.370881114
915	1.370713596
916	1.370341459
917	1.369926391
918	1.369374865
919	1.368940028
920	1.368232039
921	1.367722363
922	1.367176404
923	1.366533593
924	1.366067481
925	1.365611722
926	1.365324902
927	1.365100671
928	1.36460696
929	1.363903059
930	1.363113603
931	1.362881277
932	1.362194614
933	1.361633182
934	1.361559726
935	1.360993519
936	1.359979424
937	1.359671342
938	1.359307299
939	1.358877674
940	1.357893227
941	1.357570961
942	1.356394919
943	1.355937822
944	1.355372772
945	1.354997995
946	1.354706198
947	1.35450131
948	1.353573131
949	1.353194566
950	1.352765764
951	1.352424206
952	1.35193724
953	1.351617803
954	1.351174006
955	1.350663703
956	1.350305356
957	1.349665346
958	1.349646352
959	1.349019225
960	1.348677568
961	1.34840594
962	1.347968537
963	1.347433723
964	1.346671133
965	1.346101368
966	1.345622754
967	1.345198108
968	1.344815236
969	1.34436718
970	1.344176397
971	1.343424394
972	1.342467918
973	1.34207896
974	1.34180998
975	1.341531863
976	1.341391817
977	1.341134196
978	1.340775185
979	1.340269347
980	1.339849433
981	1.339637829
982	1.33925421
983	1.338493068
984	1.338171059
985	1.337701866
986	1.337377275
987	1.336927815
988	1.336266478
989	1.335816928
990	1.335661565
991	1.334981324
992	1.334371175
993	1.334182091
994	1.333554543
995	1.332977027
996	1.33247435
997	1.331867142
998	1.331620086
999	1.330931439
1000	1.33035582
1001	1.33015707
1002	1.329906532
1003	1.329292916
1004	1.329048337
1005	1.328713215
1006	1.328255847
1007	1.327832865
1008	1.327617266
1009	1.327209181
1010	1.326992005
1011	1.326331506
1012	1.326119027
1013	1.325936521
1014	1.325257605
1015	1.324772205
1016	1.324256032
1017	1.324127119
1018	1.323749402
1019	1.323355064
1020	1.32307965
1021	1.322738081
1022	1.322636454
1023	1.321762051
1024	1.321460955
1025	1.321081272
1026	1.320774229
1027	1.320098828
1028	1.319766956
1029	1.319305835
1030	1.318741981
1031	1.318429354
1032	1.318340079
1033	1.317616328
1034	1.317445497
1035	1.317235264
1036	1.316664967
1037	1.316544428
1038	1.316089791
1039	1.31577384
1040	1.3150348
1041	1.314383566
1042	1.313470802
1043	1.313461832
1044	1.313239462
1045	1.313114156
1046	1.312482812
1047	1.312323577
1048	1.311242782
1049	1.310678708
1050	1.310105619
1051	1.309568972
1052	1.309209484
1053	1.308633436
1054	1.308147812
1055	1.307664956
1056	1.307150179
1057	1.307004788
1058	1.306596455
1059	1.305527359
1060	1.30516146
1061	1.304840925
1062	1.304404391
1063	1.304225723
1064	1.303957332
1065	1.303685396
1066	1.303239593
1067	1.302591401
1068	1.301652026
1069	1.301249015
1070	1.300761096
1071	1.300275517
1072	1.299799097
1073	1.299673737
1074	1.299331224
1075	1.298815421
1076	1.298119845
1077	1.297735792
1078	1.297624663
1079	1.297513527
1080	1.297432417
1081	1.296567416
1082	1.296383979
1083	1.296223969
1084	1.295699576
1085	1.295275991
1086	1.29481991
1087	1.294423182
1088	1.293885484
1089	1.293527975
1090	1.292839568
1091	1.292701311
1092	1.292526295
1093	1.292026964
1094	1.292016211
1095	1.291918262
1096	1.291759708
1097	1.291734185
1098	1.291183086
1099	1.290481845
1100	1.2899803
1101	1.289539923
1102	1.288959646
1103	1.288787579
1104	1.288302549
1105	1.288153602
1106	1.287733878
1107	1.287403848
1108	1.287245202
1109	1.286938834
1110	1.285936006
1111	1.285928679
1112	1.285212376
1113	1.284685711
1114	1.284161897
1115	1.283425788
1116	1.282944803
1117	1.282699722
1118	1.282373399
1119	1.281860635
1120	1.281457369
1121	1.281307827
1122	1.281156888
1123	1.280468289
1124	1.280020488
1125	1.279703049
1126	1.27896851
1127	1.278272899
1128	1.277474757
1129	1.276993949
1130	1.276925775
1131	1.276440376
1132	1.276292877
1133	1.276174663
1134	1.275604827
1135	1.275245694
1136	1.274497889
1137	1.274412718
1138	1.274121607
1139	1.273890045
1140	1.273692111
1141	1.273158016
1142	1.273016414
1143	1.272652005
1144	1.272078839
1145	1.271153693
1146	1.270721363
1147	1.270263047
1148	1.269951918
1149	1.269884365
1150	1.269581618
1151	1.269481423
1152	1.269441474
1153	1.269378544
1154	1.269047307
1155	1.268284992
1156	1.267714857
1157	1.267301388
1158	1.266833766
1159	1.266226497
1160	1.265606656
1161	1.265597141
1162	1.265272902
1163	1.26489578
1164	1.264769102
1165	1.264448819
1166	1.26412438
1167	1.263755443
1168	1.263520743
1169	1.263198831
1170	1.262915657
1171	1.262693932
1172	1.261747801
1173	1.261230021
1174	1.260835926
1175	1.260217927
1176	1.25984517
1177	1.259608244
1178	1.259364323
1179	1.258930031
1180	1.258507706
1181	1.257836151
1182	1.257339642
1183	1.257085253
1184	1.256629127
1185	1.256524408
1186	1.256115418
1187	1.255847435
1188	1.255598006
1189	1.255282614
1190	1.255087382
1191	1.254506376
1192	1.253818434
1193	1.25331789
1194	1.252667953
1195	1.252022286
1196	1.251759724
1197	1.251360472
1198	1.250799235
1199	1.250360655
1200	1.250079743
1201	1.249266167
1202	1.248775103
1203	1.248506971
1204	1.248177696
1205	1.247713816
1206	1.247422221
1207	1.246857839
1208	1.246465359
1209	1.245876633
1210	1.245625839
1211	1.245236719
1212	1.245098464
1213	1.244610809
1214	1.243690061
1215	1.242999179
1216	1.242526845
1217	1.242190045
1218	1.241973371
1219	1.241637929
1220	1.241534609
1221	1.241252837
1222	1.240827155
1223	1.240683197
1224	1.240274321
1225	1.239675868
1226	1.239231967
1227	1.238518923
1228	1.238167521
1229	1.237612167
1230	1.237446179
1231	1.237440857
1232	1.237130427
1233	1.236560847
1234	1.235866163
1235	1.235229015
1236	1.2349138
1237	1.234250743
1238	1.234088604
1239	1.233578611
1240	1.232877431
1241	1.232155176
1242	1.231517302
1243	1.231270683
1244	1.230909417
1245	1.230437406
1246	1.229290406
1247	1.228939276
1248	1.22861548
1249	1.22853033
1250	1.228053894
1251	1.227798396
1252	1.227077234
1253	1.226657501
1254	1.225831336
1255	1.225326043
1256	1.225253162
1257	1.224869147
1258	1.224503395
1259	1.224137433
1260	1.22404119
1261	1.223057686
1262	1.222530287
1263	1.221886006
1264	1.221377461
1265	1.2208418
1266	1.219977689
1267	1.219886739
1268	1.219258866
1269	1.218848846
1270	1.21851385
1271	1.218287271
1272	1.217919354
1273	1.217315387
1274	1.216988477
1275	1.216899032
1276	1.216326311
1277	1.215819608
1278	1.215584633
1279	1.215137417
1280	1.214446315
1281	1.214196221
1282	1.213919381
1283	1.213430277
1284	1.213063916
1285	1.212573339
1286	1.21227164
1287	1.211388618
1288	1.211114791
1289	1.210556896
1290	1.210333348
1291	1.210208455
1292	1.209624847
1293	1.209332207
1294	1.209112199
1295	1.208053919
1296	1.207574138
1297	1.207239859
1298	1.206988551
1299	1.206729443
1300	1.206379023
1301	1.206260057
1302	1.205836983
1303	1.20521779
1304	1.204642731
1305	1.204596788
1306	1.204175078
1307	1.203954603
1308	1.203470423
1309	1.202649077
1310	1.202164032
1311	1.20188801
1312	1.201406645
1313	1.201229974
1314	1.200500397
1315	1.200103758
1316	1.199829371
1317	1.199456966
1318	1.199392475
1319	1.19901516
1320	1.198904766
1321	1.198462994
1322	1.198097573
1323	1.197569864
1324	1.196821788
1325	1.196389507
1326	1.196278102
1327	1.196200672
1328	1.195931904
1329	1.195572615
1330	1.195160478
1331	1.194763138
1332	1.194500532
1333	1.194254931
1334	1.193608714
1335	1.193280227
1336	1.192780244
1337	1.192231227
1338	1.191848233
1339	1.191707368
1340	1.191619699
1341	1.190966393
1342	1.190492983
1343	1.190205119
1344	1.189607
1345	1.189385534
1346	1.188915188
1347	1.188492167
1348	1.188129423
1349	1.187470328
1350	1.187159362
1351	1.186949964
1352	1.186735756
1353	1.186654656
1354	1.1861152
1355	1.186105987
1356	1.185753775
1357	1.18540581
1358	1.185023134
1359	1.18459419
1360	1.184185504
1361	1.18372141
1362	1.183458592
1363	1.183036483
1364	1.182534342
1365	1.1821595
1366	1.182106358
1367	1.18202408
1368	1.181571488
1369	1.181481845
1370	1.180796504
1371	1.180171811
1372	1.179582086
1373	1.179168323
1374	1.178620736
1375	1.178486498
1376	1.17809272
1377	1.17792777
1378	1.177658181
1379	1.177305611
1380	1.177042185
1381	1.176896496
1382	1.176795143
1383	1.176174855
1384	1.175775128
1385	1.175106004
1386	1.1748145
1387	1.174499787
1388	1.174082697
1389	1.173728862
1390	1.173302892
1391	1.172835444
1392	1.172531829
1393	1.172358262
1394	1.171768862
1395	1.171518067
1396	1.171119295
1397	1.170859782
1398	1.17072117
1399	1.170333969
1400	1.16982156
1401	1.169210035
1402	1.1689659
1403	1.168961281
1404	1.168620175
1405	1.168360208
1406	1.167779795
1407	1.167773843
1408	1.167374701
1409	1.167303436
1410	1.167185067
1411	1.166660705
1412	1.166008515
1413	1.165785772
1414	1.165574778
1415	1.165458201
1416	1.165383076
1417	1.165193979
1418	1.165130682
1419	1.164847642
1420	1.164642542
1421	1.164374438
1422	1.163793302
1423	1.163786442
1424	1.163342584
1425	1.163092408
1426	1.162543914
1427	1.161971209
1428	1.161783347
1429	1.161587642
1430	1.161168055
1431	1.160919992
1432	1.160446209
1433	1.160050317
1434	1.159503752
1435	1.158906478
1436	1.158415857
1437	1.158170452
1438	1.157739781
1439	1.157316413
1440	1.157087329
1441	1.156603369
1442	1.156350911
1443	1.156189138
1444	1.155667228
1445	1.155355145
1446	1.155067973
1447	1.154619535
1448	1.154203431
1449	1.153791957
1450	1.153504038
1451	1.153295311
1452	1.15304784
1453	1.152999731
1454	1.152471563
1455	1.152403427
1456	1.151874008
1457	1.151388112
1458	1.151129527
1459	1.150527434
1460	1.149910247
1461	1.14965027
1462	1.149386469
1463	1.148740179
1464	1.148352238
1465	1.147540247
1466	1.147074363
1467	1.146398908
1468	1.146080108
1469	1.145749991
1470	1.14574065
1471	1.145590661
1472	1.145328139
1473	1.14497064
1474	1.144752174
1475	1.144403404
1476	1.14401912
1477	1.143673026
1478	1.143087833
1479	1.142784842
1480	1.142279456
1481	1.142033578
1482	1.141346203
1483	1.141200984
1484	1.140965533
1485	1.140512447
1486	1.140262925
1487	1.139795126
1488	1.139521722
1489	1.139214575
1490	1.139065005
1491	1.138898147
1492	1.138602566
1493	1.138469488
1494	1.138249441
1495	1.138008629
1496	1.137347107
1497	1.136929031
1498	1.136445559
1499	1.136290343
1500	1.135684933
1501	1.135419567
1502	1.134823568
1503	1.134310108
1504	1.133940739
1505	1.133820824
1506	1.133628795
1507	1.133309769
1508	1.132980046
1509	1.132527174
1510	1.132056873
1511	1.131755538
1512	1.131310739
1513	1.130676651
1514	1.130178602
1515	1.129868897
1516	1.129619507
1517	1.129205963
1518	1.128823628
1519	1.128489028
1520	1.128195081
1521	1.127602487
1522	1.127374204
1523	1.126934
1524	1.126441354
1525	1.126223676
1526	1.125985352
1527	1.125482973
1528	1.125453444
1529	1.125072003
1530	1.124795372
1531	1.124527258
1532	1.124217094
1533	1.123645012
1534	1.123523776
1535	1.122841502
1536	1.122642034
1537	1.122205633
1538	1.122049985
1539	1.121672915
1540	1.121053681
1541	1.120855622
1542	1.12074915
1543	1.120446291
1544	1.120138621
1545	1.119750887
1546	1.119594658
1547	1.119196794
1548	1.118793754
1549	1.118698264
1550	1.118530304
1551	1.118245375
1552	1.117865206
1553	1.117290141
1554	1.116460163
1555	1.116225234
1556	1.115840537
1557	1.115641838
1558	1.114851507
1559	1.114239006
1560	1.113886429
1561	1.113411872
1562	1.113158305
1563	1.112756957
1564	1.112422376
1565	1.112084211
1566	1.111660485
1567	1.111648514
1568	1.111035384
1569	1.110606375
1570	1.110371093
1571	1.110192344
1572	1.109778363
1573	1.10948362
1574	1.109361128
1575	1.1089243
1576	1.108500107
1577	1.108181196
1578	1.107776286
1579	1.107243495
1580	1.107191078
1581	1.106581291
1582	1.106284532
1583	1.105844494
1584	1.105610501
1585	1.104988866
1586	1.104633999
1587	1.104057494
1588	1.103688485
1589	1.103096704
1590	1.102672145
1591	1.102356634
1592	1.101785145
1593	1.10123151
1594	1.100845721
1595	1.10052132
1596	1.100179369
1597	1.099888486
1598	1.099508453
1599	1.098610435
1600	1.098535741
1601	1.098226408
1602	1.097810882
1603	1.097729433
1604	1.096938778
1605	1.096517615
1606	1.096176298
1607	1.095618527
1608	1.095569349
1609	1.095469892
1610	1.095137751
1611	1.094623073
1612	1.094167458
1613	1.094109379
1614	1.093745594
1615	1.093449582
1616	1.093105779
1617	1.092710825
1618	1.092218365
1619	1.092140813
1620	1.091815147
1621	1.091440094
1622	1.091339661
1623	1.091203925
1624	1.090931376
1625	1.090632607
1626	1.090429387
1627	1.089481587
1628	1.089051825
1629	1.088702172
1630	1.088643401
1631	1.088334371
1632	1.088234513
1633	1.087920433
1634	1.087594146
1635	1.086990205
1636	1.086702148
1637	1.086516792
1638	1.086238104
1639	1.086073994
1640	1.085346802
1641	1.085200442
1642	1.084905488
1643	1.084242988
1644	1.083921112
1645	1.083834162
1646	1.083414105
1647	1.083011191
1648	1.082569816
1649	1.082477289
1650	1.082256264
1651	1.081904378
1652	1.081503093
1653	1.081278564
1654	1.080777476
1655	1.080260249
1656	1.080051523
1657	1.079835258
1658	1.079381593
1659	1.079017766
1660	1.078831658
1661	1.078594235
1662	1.078231119
1663	1.077932829
1664	1.077596911
